Station Name,Agency Name,State Name,District,Basin Name,Sub Basin Name,Date Collection,Longitude,Latitude,k,cl,ca,hco3,mg,f,ph_gen,Level (m)
Abhyath Mangale,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.85611111,12.33055556,2.2,56.8,NaN,NaN,46.208,0.18,8.122,7.3
Achangi,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,75.79888889,12.95583333,1.6,96,NaN,NaN,7.3,0.037,7.51,7.86
Adaragunj,CGWB,Karnataka,Dharwad,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,75.15472222,15.28416667,39.7,163.3,60,122,62.016,0.491803,8.064,7.97
Afzalpur1,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.35833333,17.2,7.8,475.7,NaN,NaN,12.1,0.35,7.842,6.77
Agadalu,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,75.77666667,13.19194444,0,207,NaN,NaN,0,0.53,7.21,NaN
Ahmedpur,CGWB,Karnataka,Hassan,Krishna Basin,Tungabhadra Lower,2018,76.27638889,13.49222222,5.95,439,NaN,NaN,72.84,0.73,7.99,NaN
Ainapur1,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,77.225,17.60833333,3.5,113.6,NaN,NaN,31,0.63,8.221,NaN
Airodi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.71111111,13.45583333,7.5,28.4,NaN,NaN,26.708,0.024,9.895,5.92
Akki Alur,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.27583333,14.6,6.85,142,NaN,NaN,18.21,0.31,8.98,8.44
Alagur,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2018,75.34861111,16.57222222,5.05,617.7,NaN,NaN,10.8,0.65,9.408,7.07
Alur1,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,75.98333333,12.96666667,6.4,185,NaN,NaN,63.23,1.2,8.27,NaN
Amdalli,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.25,14.78333333,3.8,20,16,81,7.3,0.29,7.46,5.36
Amingad,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2018,75.94166667,16.05416667,7,347.9,NaN,NaN,9.728,1.88,8.765,NaN
Ammatti,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.86666667,12.24166667,5.2,63.9,NaN,NaN,12.1,0.14,7.979,NaN
Amminabhavi,CGWB,Karnataka,Dharwad,Krishna Basin,Krishna Upper,2018,75.05416667,15.54166667,6,127.8,18,256.2,4.864,0.628415,8.762,NaN
Amminalli,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.80833333,14.3875,2.05,77,60,137,16.996,0.32,7.89,NaN
Anachihally,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.04861111,12.98916667,25,196,0,0,109.26,0.42,8.48,NaN
Anchedoddi,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,77.07722222,12.39527778,3.8,149.1,46,384.3,4.8,0.368715,8.171,4.82
Andur,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2018,77.41944444,17.90694444,2.7,112,32,118,8.5,0.36478,7.48,8.81
Anjabhuvanahalli,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,77.12,12.47277778,4.7,113.6,48,85.4,51,1.09497,8.31,NaN
Ankadakatte,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.69416667,13.60416667,8.7,35.5,NaN,NaN,12.1,0.013,7.603,NaN
Ankegowdanakoppalu,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Upper,2018,76.55,12.51666667,12,74.55,96,372.1,8.512,0.388158,8.252,NaN
Ankihalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,75.86138889,13.02694444,0,166,NaN,NaN,0,0.12,7.89,NaN
Ankola1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.3,14.66666667,1.95,35.45,26,98,29.136,0.41,7.68,NaN
Ankusha Doddy,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2018,76.61222222,16.03444444,4,312.4,32,281.8,1.2,2.5,8.62,5.46
Anshi,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.38333333,14.9875,0,18,16,115.938,0,0.32,7.96,NaN
Antarganga,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2018,78.10666667,13.14083333,2.2,60.35,28,207.4,42.4,0.655172,6.85,13.37
Antarvalli,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.45944444,14.47111111,25.7,40,20,85,24.32,0.32,7.91,NaN
Arabi Kottanuru,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2018,78.0425,13.12111111,17.05,24.85,10,67.1,30.35,0.131034,6.958,NaN
Arakere1,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.8,12.41666667,6.3,35.5,42,189.1,4.8,0.0855263,8.12,NaN
Ardi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.97444444,13.51805556,2.8,21.3,NaN,NaN,6,0.013,8.994,NaN
Arehalli,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Upper,2018,76.11666667,14.03333333,2.9,582.2,52,335.5,4.8,1.17318,7.901,11.4
Arehalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,75.81138889,13.05361111,1.9,89,NaN,NaN,27.968,0.13,7.96,NaN
Arekoppa,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2018,74.87916667,14.59583333,12.9,28.36,28,90,135.968,0.31,7.57,NaN
Areshirur,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.74416667,13.83194444,2.8,21.3,NaN,NaN,4.8,0.11,7.876,NaN
Arge Karwar,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.1625,14.76916667,12.75,13,18,106,31.564,0.23,7.59,NaN
Arkalgud1,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.05833333,12.775,1.5,95,NaN,NaN,34.048,0.6,8.25,NaN
Arkera,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2018,76.95083333,16.275,0,85.2,52,237.9,0,2.5,8.06,NaN
Asnoti,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.15083333,14.88222222,28.1,33,24,93,17.024,0.33,7.56,NaN
AsoduKalavara,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.73916667,13.58944444,4,7.1,NaN,NaN,4.8,0.072,9.899,NaN
Avani,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2018,78.32694444,13.10666667,0,39.05,34,183,0,0.255172,7.929,NaN
Ayyangeri,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.5775,12.3525,0,14.2,NaN,NaN,15.808,0.044,7.897,NaN
Baaguru,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.375,13.025,3.8,293,0,0,8.5,0.54,8.38,NaN
Bachenahalli,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,77.0875,12.33277778,3.2,42.6,46,262.3,46,1.32961,8.178,NaN
Badal,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.60555556,14.425,6.3,34,30,87,35.206,0.23,7.7,NaN
Badami1,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2018,75.67777778,15.91666667,13.2,49.7,0,0,12.1,0.3,7.92,NaN
Bagdal,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2018,77.41666667,17.75,1.2,188,62,211,30.3,0.503145,7.78,NaN
Bageshpura,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.22777778,13.15,3.5,182,NaN,NaN,66.88,0.28,8.56,NaN
Baindur 1,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.67583333,13.80472222,9.65,1043.7,NaN,NaN,31.564,0.061,8.986,NaN
Bairakur,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2018,78.48916667,13.23694444,143.9,301.75,104,237.9,92.264,1.11034,8.132,NaN
Baligatta,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.63722222,12.74861111,111.45,99.4,86,122,43.704,0.644737,8.351,NaN
Ballamavathu,CGWB,Karnataka,Kodagu,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,75.88111111,12.17166667,1.4,21.3,NaN,NaN,29,0.076,7.886,NaN
Banavasi,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2018,75.01888889,14.53416667,1.5,57,40,117,32.3,0.36,7.82,NaN
Bandal,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.66666667,14.53333333,12.9,66,50,109.836,92.41,0.56,7.9,NaN
Bandi,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Lower,2018,76.05833333,15.73333333,9.1,220.1,NaN,NaN,150.784,1.1,7.896,6.93
Banhatti,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2018,75.13194444,16.47916667,13.25,142,NaN,NaN,30.35,1.16,8.135,NaN
Bannikoppa,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Upper,2018,75.94055556,15.38055556,63.6,773.9,NaN,NaN,148.352,0.91,7.734,NaN
Bantkal,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.79555556,13.25194444,18,21.3,NaN,NaN,33.9,0.03,9.034,NaN
Bargi,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.40416667,14.525,16.3,36,16,63,31.564,0.29,7.6,NaN
Basapur,CGWB,Karnataka,Dharwad,Krishna Basin,Krishna Upper,2018,75.38333333,15.46666667,4.1,14.2,10,134.2,32.778,1.09836,8.055,NaN
Basapur2,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Lower,2018,76.25,15.36666667,4.7,262.7,NaN,NaN,17.02,0.62,7.793,NaN
Basaralu,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.78333333,12.71666667,16.8,667.4,100,195.2,65.556,0.173184,8.054,NaN
Basavanabail,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.78194444,14.25555556,2.6,22,20,78,29.1,0.19,7.39,NaN
Basavanahalli A,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.85,12.25,10.1,92.3,NaN,NaN,48.64,0.36,8.152,NaN
Basavanapura,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.99166667,12.56666667,22.3,284,94,396.5,75.39,0.789474,7.8,NaN
Basavapatna1,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.12083333,12.6125,153.3,141,NaN,NaN,57.152,0.15,8.38,NaN
Basavapur,CGWB,Karnataka,Gadag,Krishna Basin,Tungabhadra Upper,2018,75.83361111,15.19583333,33.5,53.25,48,146.4,36.42,0.893939,8.146,8.35
Belagalli,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2018,75.15166667,16.38388889,4.7,71,NaN,NaN,4.84,0.52,8.502,NaN
Belamagi,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.74472222,17.64083333,8.5,241.4,0,0,36.42,0.31,8.012,NaN
Belavaniki,CGWB,Karnataka,Gadag,Krishna Basin,Krishna Upper,2018,75.56666667,15.66666667,40.2,42.6,24,164.7,138.624,1.20455,8.329,NaN
Belekeri,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.26666667,14.725,2.8,17,20,60,7.3,0.33,7.83,NaN
Belur1,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,75.88333333,13.16666667,110.4,194,NaN,NaN,9.728,0.45,8.47,NaN
Benguru 50 Okallu,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.65472222,12.3525,3.5,21.3,0,0,18.21,0.097,7.847,NaN
Bettagiri,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.68666667,12.35222222,3,14.2,NaN,NaN,40.128,0.17,7.929,NaN
Bevahalli,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2018,78.33,13.21,1.9,88.75,48,207.4,7.3,0.448276,7.966,NaN
Bevinahalli,CGWB,Karnataka,Kolar,Pennar Basin,Pennar Upper,2018,77.47083333,13.49166667,3.4,99.4,NaN,NaN,9.728,1,8.282,NaN
Bhagamandala1,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.53333333,12.38333333,2.8,28.4,NaN,NaN,8.5,0.061,7.804,NaN
Bhagavathi,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.75638889,15.16111111,0,42,38,140.346,54.72,0.33,7.78,NaN
Bhalki1,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2018,77.28333333,18.1,2.3,214,68,185,8.5,0.45283,7.94,NaN
Bharati Nagar,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,77.03472222,12.4675,3.5,241.4,102,201.3,27.7,0.692737,8.104,NaN
Bhatkal1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.55,13.98333333,2.1,41,24,136,8.5,0.28,7.43,NaN
Biccodu A,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,75.86361111,13.07777778,599.5,269,NaN,NaN,97.12,0.12,7.87,NaN
Bidar1,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2018,77.52361111,17.91333333,15.6,62,30,116,77.82,1.00629,7.92,NaN
Bidnal,CGWB,Karnataka,Dharwad,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,75.16666667,15.3,2.9,298.2,54,140.3,33.8,0.606557,8.154,NaN
Bidurmalai Koppalu,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.03888889,12.76805556,4.6,74,NaN,NaN,63.2,0.7,8.44,NaN
Bijaspur,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2018,76.81666667,16.56666667,2.4,255.6,NaN,NaN,34.048,1.2,7.824,NaN
Bilidegilu,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.86666667,12.625,22.5,67.45,34,207.4,46.2,0.363128,8.291,NaN
Bindiganavale,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.63611111,12.87805556,4.9,262.7,112,488,87.5,0.73743,8.296,NaN
Bittangala,CGWB,Karnataka,Kodagu,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,75.84333333,12.16722222,1.9,21.3,NaN,NaN,50.988,0.1,7.905,NaN
Bolashettihal,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2018,76.50722222,16.39055556,9.05,184.6,NaN,NaN,26.708,1.2,7.98,NaN
Bommenanahalli,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Lower,2018,76.26166667,14.21916667,2.5,195.25,32,195.2,6.1,0.502793,8.5,NaN
Borala,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2018,77.425,18.21138889,2.8,71,44,142,35,0.534591,8.08,NaN
Borgi,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2018,77.04027778,18.03111111,9,56,34,166,18.21,0.509434,8.01,NaN
Budaluru,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.18444444,12.60083333,2.4,247,NaN,NaN,38.912,1.7,8.79,NaN
Buddinni,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2018,76.78333333,16.2,2.7,14.2,28,469.7,10.8,1.1,7.95,NaN
Budikote,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Ponnaiyar and other,2018,78.13166667,12.90527778,2.8,351.45,48,579.5,10.9,1.08276,7.854,NaN
Bydarahalli,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.755,12.50333333,12.35,102.95,88,475.8,19.424,0.815789,8.098,NaN
Chabbi,CGWB,Karnataka,Gadag,Krishna Basin,Tungabhadra Upper,2018,75.59166667,15.1625,4.3,301.75,20,262.3,20.6,0.69697,8.134,NaN
Changler1,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2018,77.4,17.63333333,9.9,44,40,159,16.9,0.496855,8.06,NaN
Chapura Doddi,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,77.02027778,12.62222222,52.4,78.1,50,408.7,64.448,0.396648,8.036,NaN
Chattahalli,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.83611111,12.36527778,0,49.7,NaN,NaN,18.24,0.16,8.082,NaN
Cheerambane,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.91805556,12.4375,0,35.5,NaN,NaN,31.616,0.053,8.268,NaN
Chettimani,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.575,12.37777778,5.3,21.3,NaN,NaN,218.88,0.048,7.413,NaN
Cheyyandane,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.69166667,12.22777778,4.9,42.6,NaN,NaN,101.976,0.068,7.811,NaN
Chigerahalli,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.76111111,16.88611111,9.65,163.3,NaN,NaN,32.778,0.78,8.172,NaN
Chikapalya,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.76972222,12.40861111,13,120.7,72,298.9,10.9,0.467105,8.038,NaN
Chikbergi,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2018,76.50555556,15.75833333,2.45,63.9,76,237.9,29.136,0.61,7.96,NaN
Chikka Arasinkere,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,77.03388889,12.5175,18.35,266.25,90,286.7,82.552,0.888268,7.972,NaN
Chikkahonakuni,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2018,76.99166667,16.06666667,8.7,63.9,28,250.1,82.688,3,8.35,NaN
Chikksarur,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2018,76.63722222,16.11083333,3.7,127.8,36,353.8,45.9,1.3,8.21,NaN
Chincherki,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2018,76.78805556,16.20111111,72,135,32,231.8,128.684,0.82,8.4,NaN
Chincholi,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,77.42083333,17.41666667,3.5,191.7,NaN,NaN,21.8,0.33,7.689,NaN
Chintamani,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2018,78.05833333,13.4,6.95,418.9,126,536.8,44.918,0.806897,7.76,NaN
Chitapur A,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,77.06972222,17.11666667,2.95,21.3,NaN,NaN,10.926,0.16,7.784,NaN
Chitradurga1,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Lower,2018,76.4,14.21666667,3.2,127.8,16,201.3,10.944,1.14525,8.588,NaN
Choudepur,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.54166667,17.24166667,0,56.8,NaN,NaN,0,1.7,8.096,NaN
Dandeli Dw,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.62583333,15.24194444,78.6,30,24,102,214.016,0.32,7.51,NaN
Darasaguppe,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.69138889,12.45333333,3,223.65,98,134.2,59.3,0.684211,7.993,NaN
Darga Sirur,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.74472222,17.64083333,3.1,106.5,NaN,NaN,9.7,1.6,8.208,NaN
Dass Hadagali,CGWB,Karnataka,Gadag,Krishna Basin,Krishna Upper,2018,75.67916667,15.62083333,0,1806.95,84,359.9,0,0.909091,8.565,NaN
Deevalli,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.55416667,14.41694444,3.7,37,28,94,2.4,0.28,7.58,NaN
Devalapura,CGWB,Karnataka,Chamarajanagar,Cauvery Basin,Cauvery Middle,2018,76.81666667,11.84166667,3.5,28.4,NaN,NaN,8.5,0.4,8.674,8.59
Devarakolli,CGWB,Karnataka,Kodagu,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,75.63944444,12.44944444,3.8,28.4,NaN,NaN,9.7,0.072,7.714,NaN
Devarapura,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.92916667,12.17916667,0,106.5,NaN,NaN,0,0.18,8.1,NaN
Devarayasamudra,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2018,78.3,13.12361111,0,181.05,88,433.1,0,0.151724,8.14,NaN
Devathkall,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2018,76.63333333,16.46666667,35.2,355,NaN,NaN,51.072,0.44,7.82,NaN
Devegowdana Koppalu,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.69444444,12.4975,21.1,35.5,60,262.3,31.564,0.539474,7.897,NaN
Devikop,CGWB,Karnataka,Dharwad,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.93333333,15.13333333,4.2,106.5,52,268.4,1.2,0.31694,8.06,NaN
Dhareshwara,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.41194444,14.36833333,0,24,20,85.428,0,0.37,7.93,NaN
Dharwad A,CGWB,Karnataka,Dharwad,Krishna Basin,Krishna Upper,2018,75.02111111,15.47,0.6,42.6,30,109.8,37.51,0.191257,8.068,NaN
Dhundshi,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.5,14.7,12.3,42.6,NaN,NaN,16,0.33,8.375,NaN
Dibbanagal,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.53055556,14.26388889,374.6,27,18,42.714,72.9,0.22,7.41,NaN
Doddashivara,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Ponnaiyar and other,2018,77.98472222,13.03472222,252,422.45,130,146.4,338,1.51724,7.4,NaN
Dodmane,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.70416667,14.3625,0,53,38,137,0,0.37,7.57,NaN
Dongargaon,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2018,77.25833333,18.25833333,3.6,78,34,193,1.2,0.72327,9.23,NaN
Doranahalli,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.85,16.74166667,1.7,106.5,NaN,NaN,14.5,0.63,8.006,NaN
Douginala,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.74694444,15.08777778,1.3,40,30,163.57,19.4,0.56,7.98,NaN
Dummi,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Upper,2018,76.08333333,14.05,5.7,514.75,24,250.1,58.3,0.502793,8.71,NaN
Echanal,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2018,76.44555556,16.17916667,2.8,312.4,92,359.9,87.55,1.6,8.05,NaN
Ekamba,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2018,77.37222222,18.28055556,2.6,93,36,163,6.08,0.578616,7.76,NaN
Elleshpura,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.20666667,12.81694444,3.5,311,NaN,NaN,19.456,0.28,8.5,NaN
Ferozabad,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.79583333,17.08333333,2.1,56.8,NaN,NaN,30.3,1.8,8.15,NaN
Gabbur1,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2018,77.15833333,16.3,2.4,125,48,201.3,13.4,0.77,8.14,NaN
Gadag,CGWB,Karnataka,Gadag,Krishna Basin,Krishna Upper,2018,75.5875,15.425,5,131.35,16,280.6,29,5.57576,8.56,NaN
Galaga,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2018,76.84138889,16.26722222,0,120.7,100,298.9,0,0.45,7.6,NaN
Gandhalu,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2018,77.41194444,15.97638889,3.6,276.9,88,183,2.4,0.47,8.17,NaN
Gangasamudra,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Upper,2018,76.13333333,13.93333333,16.4,110.05,16,256.2,49.774,1.00559,8.603,NaN
Garaga,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Lower,2018,76.35111111,13.63,2.1,63.9,16,268.4,20.6,0.910615,8.534,NaN
Gerusoppa Kpc Colony,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.65555556,14.24722222,2,28.36,22,112,9.7,0.27,7.6,NaN
Ghatboral,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2018,77.09444444,17.88611111,8.1,97,38,174,30.35,0.301887,7.54,NaN
Girigakoppa,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.13333333,14.74,0,142,NaN,NaN,29.184,0.25,8.097,NaN
G.Kundipatna,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.88111111,12.59027778,21,49.7,36,262.3,8.498,0.340782,8.239,NaN
Gobur Buzurg,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.63611111,17.25833333,2.7,234.3,NaN,NaN,2.4,0.85,7.776,NaN
Gojanur,CGWB,Karnataka,Gadag,Krishna Basin,Tungabhadra Upper,2018,75.49944444,15.19083333,0,81.65,8,311.1,0,2.18182,8.758,NaN
Gokarn,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.31666667,14.55,1.6,63,42,166,21.7,0.37,7.82,NaN
Golgod,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2018,74.86305556,14.28666667,6,14.18,18,122.04,46.132,0.26,7.15,NaN
Golihole,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.73611111,13.83416667,5.2,21.3,NaN,NaN,29,0.047,8.347,NaN
