Station Name,Agency Name,State Name,District,Basin Name,Sub Basin Name,Date Collection,Longitude,Latitude,k,cl,ca,hco3,mg,f,ph_gen,Level (m)
Hosuru Betekeri,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.88111111,12.22138889,21.3,32,170.8,18.24,330,19.75,7.6,NaN
Huda,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,77.28472222,17.17916667,170.4,48,244,19.456,1131,150.2,8.024,NaN
Hulikal,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,76.04305556,12.69833333,60,28,159,36,848,54,9.24,NaN
Hulkoti,CGWB,Karnataka,Gadag,Krishna Basin,Krishna Upper,2019,75.55,15.42916667,260,42,460,44.992,1850,285,8.16,7.64
Hullahally,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,75.75277778,12.90361111,21,24,85,12,274,12,7.73,NaN
Hunnada Doddi,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,77.0325,12.52055556,152,32,341.624,34.048,1522,189,7.955,NaN
Hunsemakki,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.78166667,13.59,14.2,4,12.2,1.21,170,18,9.17,NaN
Idagunji,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.49444444,14.22777778,17.75,10,91.5,15.73,246,16,7.51,NaN
Idooru Kunjadi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.78277778,13.75444444,7.1,6,103.7,4.84,230,28,7.768,NaN
Igoor,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.84555556,12.53611111,24.85,62,176.9,31.616,420,17.7,8.4,NaN
Ilhal,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2019,75.96555556,15.96166667,56.8,12,256.2,41.276,1091,170.75,8.895,NaN
Islur,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2019,74.88333333,14.68333333,53,24,162,20.57,646,65,8.82,NaN
Itagi,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Upper,2019,75.96861111,15.44361111,930,42,390,62.016,5318,890,8.18,NaN
Janekal,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2019,76.95388889,16.01527778,1263.8,164,286.7,267.08,5550,344.6,8.025,NaN
Jeratgi,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,76.45,17.01666667,142,32,170.8,17.024,2010,470.9,8.398,NaN
Jogur,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,76.61666667,17.10833333,184.6,60,207.4,55.936,1915,305.6,7.823,NaN
Joida,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.475,15.16666667,28.4,28,152,6.05,483,40,8.21,NaN
Kaarekaadu,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.89888889,12.21138889,35.5,10,121,29.184,480,34,8.1,NaN
Kabbinahakkalu,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.67638889,14.25972222,10.65,8,91.5,12.1,118,11.2,7.75,NaN
Kadanga,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.74111111,12.22416667,28.4,40,142,23.104,390,12.4,8,NaN
Kadanur,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.7625,12.20833333,38,64,140.3,18.24,330,1,8.23,NaN
Kadra,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.34861111,14.825,17.75,14,123,10,363,49,8.4,NaN
Kakargal,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2019,77.06666667,16.35,142,32,347.7,41.276,1267,189.4,8.745,NaN
Kakkabe,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.64305556,12.25472222,17.75,66,107,14.592,430,13.75,8.1,NaN
Kakkeri,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2019,76.58333333,16.36666667,113.6,44,323.3,48.64,1080,133.8,8.102,NaN
Kalamangi,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Middle,2019,77.27083333,16.27083333,191.7,48,695.4,65.556,3070,614,8.481,NaN
Kallahallimandya,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.86666667,12.5,95.85,100,342.062,4.864,1269,138,8.87,NaN
Kamalanagar,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,76.75833333,17.575,284,76,134.2,99.712,2100,246.9,8.065,NaN
Kamalapur,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,76.98333333,17.58333333,35.5,28,109.8,38.912,617,69.3,8.563,NaN
Kanagod,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2019,74.93916667,14.38944444,32,8,102,18.15,233,39,7.64,NaN
Kanakgiri,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Lower,2019,76.41666667,15.56666667,105,32,420,26.752,1018,127.075,8.17,NaN
Kandikheri,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2019,77.36861111,18.23972222,103,38,189,33.88,1022,95,8.47,NaN
Kandlur,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.76638889,13.6375,26.27,12,150,7.26,320,40,8.009,NaN
Kannegeri,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.735,15.05722222,37,22,121,10.89,422,51,9.44,NaN
Kansur1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.84166667,14.51666667,71,20,73.2,10.89,544,67,9.46,NaN
Karahari,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,76.78333333,17.60833333,85.2,20,231.8,60.8,1121,153.4,8.001,NaN
Karatgi,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Lower,2019,76.65833333,15.60833333,198,36,267,48.64,1480,113.39,8.28,NaN
Kardi (A),CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2019,76.17916667,16.1,631.9,84,524.6,82.552,4730,978,8.51,NaN
Karebylu,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.87916667,13.63055556,9.23,4,36.6,1.21,180,19,7.536,NaN
Karje,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.87583333,13.42694444,14.2,4,48.8,1.21,180,25,7.58,NaN
Karwar1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.13333333,14.8,46.15,26,156,15,496,47.4,8.06,NaN
Kawalga1,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,76.71666667,17.16666667,170.4,48,158.6,31.616,1594,259,8.03,NaN
Keilolli,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2019,78.29,13.12,74.55,26,183,10.89,829,127,8.71,NaN
Kekan Halla,CGWB,Karnataka,Chamarajanagar,Cauvery Basin,Cauvery Middle,2019,76.64166667,11.63333333,82,34,115.9,26.62,787,59,8.58,NaN
Kelagadale,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,75.82916667,12.96888889,21,32,122,10,268,20,7.8,NaN
Kembhavi1,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2019,76.53333333,16.64583333,63.9,34,115.9,13.376,512,47.9,7.772,NaN
Kenchammana Hoskote,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,75.85833333,12.85833333,21,56,244,19,261,8,7.47,NaN
Keni,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.28888889,14.66944444,21.3,22,79.3,13.31,173,10.8,8.53,NaN
